City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,shaunavon,49.6501,-108.4181,273.22,69,scattered clouds,3.92,CA,1668978495
280,hambantota,6.1241,81.1185,297.28,88,clear sky,2.56,LK,1668978496
281,zonguldak,41.25,31.8333,287.04,63,overcast clouds,2.9,TR,1668978496
282,vao,-22.6667,167.4833,296.51,76,scattered clouds,4.72,NC,1668978497
283,ucluelet,48.9329,-125.5528,280.98,77,overcast clouds,3.24,CA,1668978498
284,shiloh,38.5614,-89.8973,279.0,32,clear sky,3.6,US,1668978499
285,bom jesus,-9.0744,-44.3586,297.79,73,overcast clouds,1.53,BR,1668978499
286,zacapu,19.8333,-101.7167,292.95,52,overcast clouds,0.76,MX,1668978500
287,sept-iles,50.2001,-66.3821,269.85,83,overcast clouds,0.45,CA,1668978501
288,pervoye maya,56.164,44.7196,267.99,95,overcast clouds,0.58,RU,1668978502
289,berlevag,70.8578,29.0864,275.15,80,broken clouds,5.14,NO,1668978502
290,loudi,27.7344,111.9944,289.95,85,broken clouds,0.73,CN,1668978503
291,winchester,51.0651,-1.3187,280.61,90,clear sky,2.57,GB,1668978504
292,los llanos de aridane,28.6585,-17.9182,291.0,81,scattered clouds,6.69,ES,1668978504
293,amarillo,35.222,-101.8313,285.39,25,clear sky,7.72,US,1668978092
294,xinyang,32.1228,114.0656,285.02,82,scattered clouds,1.86,CN,1668978506
295,sao filipe,14.8961,-24.4956,298.14,66,overcast clouds,6.78,CV,1668978507
296,ketchikan,55.3422,-131.6461,278.56,94,overcast clouds,2.05,US,1668978307
297,bandarbeyla,9.4942,50.8122,299.09,73,broken clouds,8.36,SO,1668978509
298,mutum,-19.8,-41.4383,297.32,64,overcast clouds,1.99,BR,1668978510
299,fortuna,40.5982,-124.1573,289.78,55,clear sky,0.89,US,1668978511
300,sabang,5.8933,95.3214,300.34,77,overcast clouds,8.05,ID,1668978511
301,klaksvik,62.2266,-6.589,280.66,89,light rain,13.21,FO,1668978512
302,waingapu,-9.6567,120.2641,299.71,81,overcast clouds,0.53,ID,1668978513
303,svetlaya,46.5389,138.3297,274.7,71,overcast clouds,3.32,RU,1668978514
304,buraydah,26.326,43.975,288.78,41,clear sky,3.62,SA,1668978270
305,port blair,11.6667,92.75,299.39,79,broken clouds,1.88,IN,1668978515
306,wasilla,61.5814,-149.4394,278.56,69,light rain,5.14,US,1668978515
307,muli,2.9167,73.5667,300.68,75,broken clouds,7.05,MV,1668978516
308,chicama,-7.8447,-79.1469,291.45,63,few clouds,4.72,PE,1668978517
309,pevek,69.7008,170.3133,243.61,97,overcast clouds,5.08,RU,1668978517
310,inuvik,68.3499,-133.7218,267.43,94,overcast clouds,2.81,CA,1668978518
311,san quintin,30.4833,-115.95,293.65,28,clear sky,5.05,MX,1668978518
312,witu,-2.3889,40.4382,297.89,91,overcast clouds,2.16,KE,1668978519
313,maniitsoq,65.4167,-52.9,269.21,76,overcast clouds,4.13,GL,1668978520
314,uyuni,-20.4597,-66.825,292.97,3,clear sky,5.99,BO,1668978521
315,evensk,61.95,159.2333,250.59,79,few clouds,2.96,RU,1668978521
316,kenmare,51.8833,-9.5833,284.86,89,overcast clouds,3.8,IE,1668978522
317,fare,-16.7,-151.0167,298.72,73,overcast clouds,7.4,PF,1668978522
318,gulfport,30.3674,-89.0928,286.18,42,clear sky,5.66,US,1668978250
319,leningradskiy,69.3833,178.4167,241.53,96,few clouds,2.47,RU,1668978524
320,pisco,-13.7,-76.2167,293.18,77,clear sky,2.57,PE,1668978524
321,voh,-20.9667,164.7,300.81,66,clear sky,0.98,NC,1668978525
322,ruidoso,33.3317,-105.673,280.96,62,clear sky,4.63,US,1668978526
323,baruun-urt,46.6806,113.2792,260.27,75,clear sky,3.27,MN,1668978526
324,tuatapere,-46.1333,167.6833,288.93,78,light rain,1.72,NZ,1668978527
325,mathathane,-22.2687,28.7495,295.04,57,clear sky,9.1,BW,1668978528
326,knysna,-34.0363,23.0471,287.51,78,clear sky,1.58,ZA,1668978528
327,lahaina,20.8783,-156.6825,301.73,75,clear sky,6.17,US,1668978529
328,kahului,20.8947,-156.47,301.16,65,scattered clouds,7.72,US,1668978409
329,tabuk,17.4189,121.4443,295.32,88,overcast clouds,0.78,PH,1668978530
330,amahai,-3.3333,128.9167,298.91,86,overcast clouds,2.03,ID,1668978531
331,rockhampton,-23.3833,150.5,298.09,88,scattered clouds,3.09,AU,1668978532
332,kruisfontein,-34.0033,24.7314,286.42,80,broken clouds,1.73,ZA,1668978533
333,balykshi,47.0667,51.8667,275.15,100,mist,1.0,KZ,1668978533
334,ondarroa,43.3167,-2.4167,284.78,88,overcast clouds,1.83,ES,1668978534
335,salina cruz,16.1667,-95.2,301.52,50,clear sky,11.14,MX,1668978535
336,meulaboh,4.1363,96.1285,296.65,94,light rain,1.46,ID,1668978536
337,necochea,-38.5473,-58.7368,287.28,84,overcast clouds,5.78,AR,1668978536
338,sola,-13.8833,167.55,301.11,74,few clouds,4.89,VU,1668978537
339,hoquiam,46.9809,-123.8893,284.78,48,clear sky,3.6,US,1668978336
340,mahina,-17.5065,-149.489,301.02,65,few clouds,3.6,PF,1668978538
341,manzhouli,49.6,117.4333,254.02,93,clear sky,2.69,CN,1668978539
342,teruel,40.6667,-0.6667,277.69,83,overcast clouds,4.48,ES,1668978539
343,ban dung,17.699,103.2596,296.54,99,overcast clouds,1.75,TH,1668978540
344,makakilo city,21.3469,-158.0858,301.33,56,few clouds,9.26,US,1668978350
345,alibag,18.6411,72.8792,295.19,45,clear sky,3.68,IN,1668978541
346,qianan,44.9932,124.0581,267.29,44,scattered clouds,2.1,CN,1668978542
347,koumac,-20.5667,164.2833,299.7,72,clear sky,0.81,NC,1668978542
348,saint-joseph,-21.3667,55.6167,295.36,81,scattered clouds,2.38,RE,1668978544
349,stornoway,58.2093,-6.3865,276.44,100,scattered clouds,1.54,GB,1668978545
350,cockburn town,21.4612,-71.1419,300.59,70,clear sky,9.22,TC,1668978545
351,laguna,38.421,-121.4238,292.64,34,clear sky,2.57,US,1668978546
352,vostok,46.4856,135.8833,266.76,96,overcast clouds,1.69,RU,1668978547
353,bokoro,12.3807,17.0568,299.59,17,overcast clouds,5.04,TD,1668978548
354,orlik,52.5178,99.825,253.09,95,overcast clouds,0.7,RU,1668978548
355,shimoda,34.6667,138.95,287.1,90,moderate rain,6.79,JP,1668978549
356,mercedes,-34.6515,-59.4307,295.73,67,light rain,6.88,AR,1668978550
357,arlit,18.7369,7.3853,297.47,12,broken clouds,4.75,NE,1668978550
358,vanimo,-2.6741,141.3028,298.4,88,overcast clouds,1.12,PG,1668978551
359,dunedin,-45.8742,170.5036,288.04,87,few clouds,0.45,NZ,1668978552
360,samarai,-10.6167,150.6667,302.16,76,few clouds,4.87,PG,1668978553
361,harper,4.375,-7.7169,297.97,87,light rain,1.52,LR,1668978553
362,barabinsk,55.3571,78.357,259.18,95,overcast clouds,3.51,RU,1668978554
363,petit goave,18.4314,-72.8669,301.63,66,few clouds,2.85,HT,1668978555
364,zavodoukovsk,56.5042,66.5515,258.71,97,broken clouds,2.03,RU,1668978555
365,galle,6.0367,80.217,296.89,78,clear sky,4.27,LK,1668978408
366,ayan,56.45,138.1667,270.5,94,snow,5.74,RU,1668978557
367,carutapera,-1.195,-46.02,299.9,74,broken clouds,3.64,BR,1668978558
368,pemangkat,1.1667,108.9667,298.9,83,overcast clouds,2.0,ID,1668978558
369,comodoro rivadavia,-45.8667,-67.5,289.07,39,clear sky,7.72,AR,1668978260
370,yinchuan,38.4681,106.2731,276.54,37,overcast clouds,2.78,CN,1668978560
371,montrose,38.4166,-108.2673,274.51,24,clear sky,1.4,US,1668978560
372,midland,31.9974,-102.0779,279.29,54,overcast clouds,4.12,US,1668978115
373,kamenka,51.3223,42.7678,271.69,86,overcast clouds,0.58,RU,1668978561
374,krasnovishersk,60.4078,57.082,261.98,98,overcast clouds,1.07,RU,1668978562
375,santa rosa,14.3122,121.1114,298.2,96,moderate rain,3.42,PH,1668978167
376,lander,42.833,-108.7307,284.48,44,clear sky,1.54,US,1668978563
377,benghazi,32.1167,20.0667,293.75,62,scattered clouds,6.45,LY,1668978564
378,port elizabeth,-33.918,25.5701,287.65,80,few clouds,0.83,ZA,1668978565
379,oistins,13.0667,-59.5333,299.2,78,broken clouds,7.72,BB,1668978566
380,mikhaylovka,50.06,43.2379,275.25,91,overcast clouds,0.78,RU,1668978443
381,belen,36.4891,36.2233,281.23,100,broken clouds,1.54,TR,1668978567
382,beringovskiy,63.05,179.3167,253.57,88,scattered clouds,8.92,RU,1668978568
383,tulagi,-9.0996,160.1476,301.54,69,scattered clouds,3.75,SB,1668978569
384,redlands,34.0556,-117.1825,297.69,18,clear sky,0.89,US,1668978471
385,parabel,58.6978,81.4825,246.58,98,broken clouds,3.03,RU,1668978570
386,khasan,42.4308,130.6434,279.52,58,light rain,4.86,RU,1668978572
387,tabou,4.423,-7.3528,297.85,88,light rain,1.89,CI,1668978572
388,lompoc,34.6391,-120.4579,297.47,20,clear sky,5.66,US,1668978573
389,kulhudhuffushi,6.6221,73.07,298.91,80,overcast clouds,2.67,MV,1668978574
390,iskateley,67.6803,53.1512,273.44,97,overcast clouds,4.9,RU,1668978574
391,hualmay,-11.0964,-77.6139,293.55,73,broken clouds,3.97,PE,1668978575
392,labunista,41.2686,20.5961,283.27,89,moderate rain,3.81,MK,1668978576
393,raudeberg,61.9875,5.1352,273.13,45,few clouds,3.49,NO,1668978577
394,teluknaga,-6.0989,106.6381,299.92,94,broken clouds,5.66,ID,1668978577
395,lucapa,-8.4192,20.7447,292.06,95,light rain,1.54,AO,1668978578
396,birao,10.2849,22.7882,295.94,25,clear sky,2.39,CF,1668978579
397,butte,39.6499,-121.5677,290.36,33,clear sky,2.06,US,1668978579
398,hartlepool,54.6861,-1.2125,278.53,89,broken clouds,2.83,GB,1668978580
399,tongzi,28.7829,105.0877,289.37,80,overcast clouds,2.14,CN,1668978580
400,kupang,-10.1667,123.5833,299.07,85,overcast clouds,2.55,ID,1668978581
401,xam nua,20.4197,104.0439,290.03,96,broken clouds,1.13,LA,1668978582
402,san carlos de bariloche,-41.1456,-71.3082,292.01,9,clear sky,4.63,AR,1668978582
403,miramar,25.9873,-80.2323,297.58,92,heavy intensity rain,6.17,US,1668978010
404,chicaman,15.4,-90.7667,292.3,74,light rain,2.43,GT,1668978583
405,weiser,44.251,-116.9693,275.3,57,broken clouds,0.89,US,1668978584
406,vanavara,60.34,102.2797,259.9,89,overcast clouds,5.76,RU,1668978585
407,jadu,31.953,12.0261,282.15,42,clear sky,3.53,LY,1668978585
408,bagdarin,54.4333,113.6,254.88,61,few clouds,1.21,RU,1668978586
409,imbituba,-28.24,-48.6703,295.47,77,overcast clouds,8.51,BR,1668978587
410,nyurba,63.2842,118.3319,243.63,100,broken clouds,1.61,RU,1668978588
411,pacific grove,36.6177,-121.9166,295.03,29,clear sky,2.06,US,1668978540
412,tosya,41.0155,34.0401,285.14,79,overcast clouds,1.61,TR,1668978589
413,kirillov,59.863,38.3813,263.57,94,few clouds,0.54,RU,1668978590
414,charters towers,-20.1,146.2667,299.09,75,overcast clouds,0.89,AU,1668978590
415,joensuu,62.6012,29.7632,268.42,93,overcast clouds,2.06,FI,1668978591
416,mubi,10.2676,13.2644,296.48,28,clear sky,1.31,NG,1668978592
417,lake havasu city,34.4839,-114.3224,293.27,16,clear sky,6.17,US,1668978592
418,hirara,24.8,125.2833,297.92,71,overcast clouds,6.75,JP,1668978593
419,el alto,-4.2714,-81.2147,294.96,68,clear sky,8.44,PE,1668978594
420,dezful,32.3811,48.4058,291.85,38,clear sky,1.23,IR,1668978594
421,chara,56.9064,118.2631,254.84,90,overcast clouds,0.65,RU,1668978595
422,sonqor,34.7837,47.6004,279.64,50,clear sky,2.19,IR,1668978596
423,pishin,30.5803,66.9961,282.23,37,clear sky,1.06,PK,1668978596
424,pocone,-16.2567,-56.6228,306.55,35,broken clouds,1.64,BR,1668978597
425,madisonville,37.3281,-87.4989,279.38,21,clear sky,0.13,US,1668978366
426,eyl,7.9803,49.8164,298.88,69,overcast clouds,7.55,SO,1668978598
427,cadillac,44.2519,-85.4012,268.04,73,overcast clouds,4.63,US,1668978598
428,izvestkovyy,48.9833,131.55,255.88,98,few clouds,0.97,RU,1668978599
429,okhotsk,59.3833,143.3,265.41,94,snow,5.8,RU,1668978600
430,samana,19.2056,-69.3369,301.27,83,few clouds,0.0,DO,1668978600
431,listvyagi,53.6772,86.951,258.33,60,broken clouds,5.2,RU,1668978601
432,teacapan,22.55,-105.75,300.05,55,clear sky,4.94,MX,1668978602
433,cascais,38.6979,-9.4215,290.89,97,broken clouds,4.47,PT,1668978603
434,dongning,44.0622,131.1207,272.98,97,snow,0.41,CN,1668978604
435,huarmey,-10.0681,-78.1522,293.96,72,broken clouds,4.3,PE,1668978605
436,puri,19.8,85.85,295.44,57,broken clouds,3.65,IN,1668978605
437,presidencia roque saenz pena,-26.7852,-60.4388,296.17,86,overcast clouds,3.4,AR,1668978606
438,bacungan,9.9106,118.7022,299.17,85,overcast clouds,2.14,PH,1668978607
439,khandbari,27.3747,87.2039,287.07,64,clear sky,1.73,NP,1668978608
440,kumburgaz,41.0211,28.4772,294.02,59,light rain,10.56,TR,1668978609
441,victor harbor,-35.5667,138.6167,281.86,58,scattered clouds,9.89,AU,1668978609
442,kaitong,44.8135,123.15,267.59,42,clear sky,1.73,CN,1668978327
443,iqaluit,63.7506,-68.5145,260.0,72,light snow,1.03,CA,1668978611
444,plerin,48.5425,-2.7798,282.33,92,clear sky,2.57,FR,1668978611
445,barcelos,41.5388,-8.6151,290.23,98,overcast clouds,5.59,PT,1668978612
446,werda,-25.2667,23.2833,299.26,11,overcast clouds,1.85,BW,1668978613
447,baykit,61.67,96.37,256.12,96,light snow,3.09,RU,1668978614
448,aktau,43.65,51.2,284.47,90,overcast clouds,1.34,KZ,1668978615
449,mindelo,16.8901,-24.9804,296.9,60,few clouds,8.75,CV,1668978459
450,san cristobal,7.7669,-72.225,297.93,72,broken clouds,0.82,VE,1668978602
451,grand-lahou,5.1367,-5.0242,298.38,84,light rain,2.26,CI,1668978618
452,ugoofaaru,5.6667,73.0,300.33,80,overcast clouds,8.79,MV,1668978619
453,lagos,6.5833,3.75,301.33,82,scattered clouds,3.13,NG,1668977993
454,lewistown,40.5992,-77.5714,273.08,68,few clouds,6.17,US,1668978620
455,gorgan,36.8387,54.4348,288.86,50,clear sky,1.33,IR,1668978621
456,aykhal,66.0,111.5,243.63,100,broken clouds,2.36,RU,1668978621
457,davila,18.4726,120.5763,298.14,78,overcast clouds,3.71,PH,1668978622
458,segou,13.4317,-6.2157,300.24,22,broken clouds,3.54,ML,1668978623
459,grindavik,63.8424,-22.4338,278.41,87,broken clouds,6.69,IS,1668978624
460,hirado,33.3597,129.5531,290.04,70,clear sky,7.51,JP,1668978624
461,provideniya,64.3833,-173.3,268.35,86,light snow,5.0,RU,1668978625
462,beloha,-25.1667,45.05,294.62,82,light rain,6.1,MG,1668978626
463,ambon,-3.6954,128.1814,297.23,100,scattered clouds,2.57,ID,1668978627
464,rochegda,62.8,43.25,261.44,98,broken clouds,0.88,RU,1668978628
465,dzitas,20.85,-88.5167,300.17,72,light rain,2.2,MX,1668978628
466,aktash,50.3,87.7333,260.04,89,overcast clouds,1.28,RU,1668978629
467,uvat,59.1433,68.8953,256.98,100,overcast clouds,1.84,RU,1668978630
468,mwense,-10.3845,28.698,293.14,87,scattered clouds,0.3,ZM,1668978630
469,noumea,-22.2763,166.4572,301.14,99,scattered clouds,0.87,NC,1668978631
470,rafai,4.95,23.9167,294.89,48,scattered clouds,0.84,CF,1668978632
471,pauini,-7.7136,-66.9764,306.95,44,broken clouds,1.93,BR,1668978633
472,scarborough,54.2797,-0.4044,278.33,90,overcast clouds,1.79,GB,1668978633
473,warwick,41.7001,-71.4162,275.62,32,few clouds,10.29,US,1668978498
474,salamanca,40.8333,-6.0,284.81,94,overcast clouds,5.23,ES,1668978634
475,kieta,-6.2167,155.6333,301.06,71,broken clouds,2.35,PG,1668978635
476,sturgis,41.7992,-85.4192,270.04,52,clear sky,5.14,US,1668978583
477,monte patria,-30.6919,-70.9467,301.06,34,clear sky,3.91,CL,1668978636
478,san miguelito,9.0333,-79.5,302.41,75,thunderstorm with light rain,5.66,PA,1668978637
479,sigli,5.3848,95.9609,298.47,79,overcast clouds,2.25,ID,1668978637
480,hailar,49.2,119.7,257.0,90,broken clouds,3.49,CN,1668978638
481,russell,32.3502,-85.1999,282.57,36,clear sky,4.63,US,1668978639
482,luganville,-15.5333,167.1667,301.35,78,few clouds,3.41,VU,1668978639
483,port hardy,50.6996,-127.4199,278.81,76,light rain,4.07,CA,1668978640
484,hereford,52.0568,-2.7148,280.37,87,broken clouds,2.29,GB,1668978640
485,grand gaube,-20.0064,57.6608,296.37,71,clear sky,0.45,MU,1668978642
486,maragogi,-9.0122,-35.2225,298.37,77,broken clouds,3.49,BR,1668978643
487,karratha,-20.7377,116.8463,300.47,29,overcast clouds,2.51,AU,1668978643
488,mariental,-24.6333,17.9667,301.12,28,overcast clouds,5.36,NA,1668978644
489,karasuk,53.7377,78.0403,259.84,80,overcast clouds,4.41,RU,1668978644
490,touros,-5.1989,-35.4608,299.35,76,broken clouds,7.0,BR,1668978645
491,saint-louis,16.3333,-15.0,300.06,11,broken clouds,3.52,SN,1668978646
492,estelle,29.8458,-90.1067,285.37,53,broken clouds,3.6,US,1668978647
493,hongjiang,27.11,109.9956,290.8,84,overcast clouds,0.29,CN,1668978648
494,ruwi,23.5996,58.5507,296.98,50,clear sky,2.85,OM,1668978649
495,bathsheba,13.2167,-59.5167,299.49,78,broken clouds,7.72,BB,1668978650
496,mao,39.8885,4.2658,286.46,76,few clouds,2.06,ES,1668978651
497,changji,44.0167,87.3167,272.59,100,mist,2.0,CN,1668978652
498,saint anthony,45.0205,-93.218,273.05,60,clear sky,4.12,US,1668978652
499,kano,12.0001,8.5167,297.45,16,broken clouds,3.26,NG,1668978653
500,garissa,-0.4536,39.6401,299.87,75,overcast clouds,5.12,KE,1668978653
501,nanhai,30.1282,111.7784,288.88,79,overcast clouds,2.46,CN,1668978654
502,haines junction,60.7522,-137.5108,272.71,93,overcast clouds,1.69,CA,1668978655
503,tessalit,20.1986,1.0114,295.77,13,broken clouds,4.3,ML,1668978656
504,gat,31.61,34.7642,295.53,37,broken clouds,7.09,IL,1668978656
505,nsanje,-16.92,35.262,299.9,73,few clouds,4.42,MW,1668978397
506,portree,57.4129,-6.1942,278.44,92,broken clouds,2.96,GB,1668978658
507,goure,13.9835,10.2704,294.65,18,broken clouds,4.01,NE,1668978658
508,koulikoro,14.0,-7.75,298.31,21,broken clouds,3.72,ML,1668978659
509,kloulklubed,7.0419,134.2556,301.5,70,scattered clouds,2.87,PW,1668978659
510,sibolga,1.7427,98.7792,296.9,89,overcast clouds,1.15,ID,1668978660
511,kumluca,36.3703,30.2869,291.88,74,overcast clouds,1.59,TR,1668978661
512,hillsborough,37.5741,-122.3794,292.94,42,scattered clouds,2.57,US,1668978661
513,ifanadiana,-21.3,47.6333,297.39,66,scattered clouds,3.39,MG,1668978662
514,gweta,-20.1833,25.2333,303.92,33,scattered clouds,8.35,BW,1668978663
515,fort nelson,58.8053,-122.7002,270.9,68,overcast clouds,0.72,CA,1668978556
516,bayir,37.2687,28.2167,291.44,92,overcast clouds,3.62,TR,1668978664
517,takaka,-40.85,172.8,290.68,74,light rain,3.59,NZ,1668978665
518,brandfort,-28.7001,26.4597,289.37,17,scattered clouds,2.09,ZA,1668978666
519,iralaya,15.0,-83.2333,300.37,82,light rain,3.81,HN,1668978666
520,yemtsa,63.0734,40.3329,262.0,96,scattered clouds,1.39,RU,1668978667
521,launceston,-41.45,147.1667,283.49,70,few clouds,5.14,AU,1668978668
522,akureyri,65.6835,-18.0878,276.78,94,overcast clouds,1.67,IS,1668978668
523,lae,-6.7221,146.9847,299.46,75,overcast clouds,1.76,PG,1668978669
524,fairfield,41.2668,-73.3162,274.28,37,clear sky,5.66,US,1668978295
525,chunhuhub,19.55,-88.6833,299.06,79,light rain,1.58,MX,1668978671
526,hay river,60.8156,-115.7999,266.82,96,broken clouds,1.35,CA,1668978645
527,baiyin,36.5583,104.2081,273.88,38,broken clouds,0.08,CN,1668978672
528,machiques,10.0644,-72.545,300.97,82,scattered clouds,4.77,VE,1668978673
529,bamiantong,44.9333,130.5333,271.45,62,overcast clouds,2.24,CN,1668978674
530,harnosand,62.6323,17.9379,273.15,78,overcast clouds,7.79,SE,1668978550
531,sao jose dos pinhais,-25.5347,-49.2064,293.35,83,overcast clouds,4.63,BR,1668978675
532,zverinogolovskoye,54.4586,64.8542,260.37,91,scattered clouds,2.94,RU,1668978675
533,emerald,-23.5333,148.1667,297.78,87,broken clouds,3.54,AU,1668978668
534,nola,40.922,14.5329,286.28,91,overcast clouds,1.87,IT,1668978677
535,umm lajj,25.0213,37.2685,300.68,52,clear sky,3.67,SA,1668978677
536,emba,48.8264,58.1442,273.6,99,overcast clouds,1.06,KZ,1668978678
537,coihaique,-45.5752,-72.0662,288.12,41,few clouds,3.6,CL,1668978405
538,igrim,63.1906,64.4162,263.83,90,overcast clouds,4.48,RU,1668978680
539,itaituba,-4.2761,-55.9836,304.2,47,overcast clouds,2.44,BR,1668978680
540,nakusp,50.2499,-117.8023,272.3,76,overcast clouds,0.51,CA,1668978681
541,eureka,40.8021,-124.1637,289.93,78,broken clouds,1.34,US,1668978682
542,lahij,13.1667,44.5833,295.54,86,light rain,2.02,YE,1668978683
543,save,8.0425,2.486,301.71,33,overcast clouds,1.71,BJ,1668978683
544,norwich,52.6278,1.2983,280.51,88,scattered clouds,3.6,GB,1668978684
545,jiblah,13.9216,44.1467,288.87,61,light rain,0.86,YE,1668978684
546,rocha,-34.4833,-54.3333,298.9,67,overcast clouds,4.64,UY,1668978543
547,deer lake,49.1667,-57.4316,272.07,100,light snow,5.66,CA,1668978686
548,sapucaia,-29.8333,-51.15,301.66,60,clear sky,5.66,BR,1668978519
549,kabo,7.6994,18.629,297.97,30,overcast clouds,2.09,CF,1668978687
550,calbuco,-41.768,-73.1273,288.71,55,clear sky,7.74,CL,1668978687
551,burns lake,54.2331,-125.7533,271.82,72,overcast clouds,1.14,CA,1668978688
552,ofaqim,31.3141,34.6203,294.66,38,broken clouds,6.56,IL,1668978689
553,dolores,-36.3132,-57.6792,292.17,84,moderate rain,4.64,AR,1668978602
554,mabaruma,8.2,-59.7833,297.4,95,scattered clouds,2.06,GY,1668978690
555,kijang,35.2442,129.2139,286.52,68,clear sky,2.4,KR,1668978690
556,ahipara,-35.1667,173.1667,289.52,90,overcast clouds,5.78,NZ,1668978691
557,alice springs,-23.7,133.8833,289.9,77,overcast clouds,0.0,AU,1668978692
558,the pas,53.8251,-101.2541,268.75,86,overcast clouds,4.72,CA,1668978692
559,borogontsy,62.6683,131.1683,237.47,100,broken clouds,0.98,RU,1668978693
560,bor,56.3567,44.0669,266.11,96,overcast clouds,0.23,RU,1668978694
561,belmonte,-15.8631,-38.8828,296.61,88,light rain,1.17,BR,1668978694
